ID_CLIENTE,VALOR
1617,161.81
1620,1187.9075
1625,65.0125
1626,649.12
1635,23.83
1640,91.19999999999999
1645,331.9625
1649,161.54500000000002
1652,368.005
1653,41.589999999999996
1657,351.8
1658,44.3925
1662,83.9225
1666,110.805
1671,104.97
1673,201.75
1674,1196.905
1678,11.575
1681,38.805
1684,20.2375
1685,42.019999999999996
1691,37.917500000000004
1694,539.0325
1699,86.9975
1700,29.9225
1701,291.6575
1703,603.2375000000001
1707,352.5
1710,142.8525
1712,13.6125
1717,204.78250000000003
1718,588.9225
1721,197.3675
1723,55.0775
1726,26.36
1731,18.0125
1733,53.0475
1734,347.5475
1740,443.8125
1742,166.935
1744,21.262500000000003
1747,73.4275
1752,113.63250000000001
1754,54.91
1758,171.37
1759,38.37
1761,40.42
1768,4.9675
1769,39.06
1770,16.595
1772,217.56
1775,169.67249999999999
1777,64.16
1779,46.394999999999996
1781,28.0275
1782,436.4475
1783,258.09000000000003
1784,161.7625
1787,105.73249999999999
1797,178.555
1799,377.4975
1804,154.01250000000002
1807,70.89
1808,260.385
1813,438.23
1816,39.072500000000005
1817,533.3125
1819,471.6725
1821,161.3075
1827,62.11750000000001
1832,197.715
1833,101.6
1834,189.505
1836,338.045
1837,123.70000000000002
1838,557.6025
1839,713.665
1843,101.2825
1844,191.9725
1845,27.927500000000002
1847,234.4575
1853,494.8325
1854,49.885000000000005
1858,210.3175
1859,129.1525
1860,464.555
1862,812.2425000000001
1866,80.755
1870,181.09749999999997
1874,3.19
1876,552.6525
1880,117.4275
1881,129.8175
1882,730.99
1887,578.7375
1888,12.7475
1895,305.52
1902,14.702499999999999
1905,216.1975
1906,632.2900000000001
1907,91.9425
1910,282.5125
1916,593.6575
1918,54.559999999999995
1919,1202.8875
1923,314.1925
1925,301.59749999999997
1932,151.5575
1935,107.9975
1936,987.7075
1938,40.474999999999994
1939,299.8225
1944,54.2575
1946,29.6125
1947,83.3175
1951,50.5075
1954,662.59
1956,248.2
1961,47.365
1962,606.51
1964,30.475
1965,138.4325
1970,34.655
1974,79.94749999999999
1975,141.475
1978,496.1775
1983,4.625
1984,9.2675
1985,19.247500000000002
1990,51.3975
1991,142.8775
1992,181.56
1993,18.835
1994,114.9975
2007,242.53999999999996
2010,335.2025
2015,115.66499999999999
2016,1417.35
2018,189.57999999999998
2020,1228.2425
2021,285.4925
2024,181.8675
2029,7.3025
2030,582.555
2039,31.1875
2044,163.325
2047,15.315000000000001
2050,198.0225
2051,304.39250000000004
2056,333.3025
2062,250.575
2063,40.7375
2067,11.2825
2068,21.8575
2069,58.245000000000005
2071,31.810000000000002
2075,291.7175
2077,77.65
2078,33.6175
2083,118.265
2086,81.535
2087,235.4275
2089,508.6624999999999
2092,55.5375
2096,301.7625
2098,735.54
2101,253.35999999999999
2102,96.255
2105,585.8975
2107,38.3775
2108,2010.7949999999998
2113,86.76
2114,151.775
2116,8.665
2117,128.35750000000002
2121,11.91
2122,226.18
2128,41.5775
2129,106.845
2132,62.027499999999996
2134,127.8475
2136,243.89
2139,67.305
2142,222.5675
2143,65.195
2144,597.765
2146,326.24
2147,52.7725
2150,170.645
2153,138.2475
2157,124.44
2159,285.0175
2165,117.89750000000001
2166,159.87
2167,27.545
2171,169.74
2172,300.16
2173,97.4125
2176,410.5875
2177,459.1725
2187,263.7875
2188,659.84
2194,469.8275
2195,102.3175
2196,40.8225
2202,21.0
2203,22.9
2207,85.6175
2210,88.41
2213,148.1825
2221,64.155
2222,189.265
2225,5.637499999999999
2226,441.595
2227,42.22
2228,40.0375
2231,27.43
2232,664.9825
2234,52.0175
2235,54.36
2236,70.6075
2237,374.33
2242,67.4575
2245,141.28
2246,335.4375
2252,160.535
2257,5.2075
2260,129.7375
2261,37.317499999999995
2266,387.9175
2267,766.835
2269,843.9749999999999
2280,83.145
2281,44.2875
2283,363.4525
2284,490.7
2287,28.067499999999995
2288,215.7425
2289,28.2425
2290,10.6575
2291,64.91499999999999
2293,840.7475
2297,132.3125
2299,226.34000000000003
2301,104.0
2303,85.92500000000001
2309,635.855
2316,526.255
2317,397.02
2324,93.70000000000002
2326,179.32000000000002
2327,15.1575
2328,22.515
2332,110.375
2335,209.9425
2336,128.4625
2337,1278.16
2338,478.2025
2342,15.54
2347,504.71000000000004
2348,177.915
2355,208.2975
2356,190.12
2359,38.025
2360,974.2725
2367,113.61749999999999
2370,59.870000000000005
2371,88.65
2377,32.225
2379,603.71
2380,105.1225
2383,498.7675
2384,157.17000000000002
2385,216.22
2390,219.48499999999999
2394,495.14
2397,61.295
2398,434.275
2399,239.1175
2402,56.9375
2404,123.3375
2405,122.635
2406,170.735
2407,364.955
2408,372.95500000000004
2410,30.6
2411,395.43
2416,7.5625
2417,201.63
2419,519.9825
2423,646.615
2426,505.1275
2427,105.9475
2428,266.0
2429,58.057500000000005
2432,469.7
2438,32.8225
2447,23.7425
2453,32.565
2457,57.565
2458,867.8725
2460,157.125
2464,16.3
2465,17.555
2466,125.315
2469,87.3225
2472,354.2525
2473,5.205
2476,64.4475
2477,677.1625
2478,793.1675
2481,31.375
2482,372.215
2485,112.00999999999999
2490,32.565
2491,301.61
2495,11.377500000000001
2501,326.895
2503,713.5675
2505,1044.125
2512,82.455
2513,12.4625
2517,59.21
2518,322.7525
2520,35.065
2522,469.51
2525,962.8425
2527,8.7225
2528,73.39750000000001
2530,341.38
2532,839.8824999999999
2536,978.8374999999999
2538,420.805
2539,79.85
2541,111.6225
2546,541.41
2547,1374.9025
2548,847.63
2549,159.035
2551,229.81
2554,466.42500000000007
2560,316.355
2563,165.24
2567,42.945
2569,37.12
2570,85.08
2571,14.39
2574,441.305
2575,457.27250000000004
2579,866.2425
2587,28.0225
2591,17.125
2595,22.467499999999998
2605,190.57
2609,275.0575
2612,86.8575
2617,161.475
2619,276.4525
2625,136.26500000000001
2629,20.157500000000002
2633,772.2024999999999
2639,98.11500000000001
2642,169.76
2645,17.77
2646,150.555
2650,20.985
2659,167.025
2668,15.0125
2669,188.1375
2670,139.465
2675,22.34
2678,9.8425
2679,46.9225
2680,153.28500000000003
2689,60.245
2691,81.7275
2692,63.59
2694,18.590000000000003
2696,67.8425
2697,98.8825
2700,207.74
2701,272.2575
2702,766.1625000000001
2703,254.48999999999998
2704,95.7375
2715,1565.3925
2718,30.1375
2719,42.2075
2720,118.015
2722,447.9525
2726,417.8349999999999
2735,607.895
2737,207.53499999999997
2738,17.205
2743,62.292500000000004
2747,74.125
2749,96.085
2750,61.74000000000001
2751,481.3
2755,44.5125
2756,107.0625
2759,6.535
2761,205.89499999999998
2765,3.565
2771,422.245
2775,114.57750000000001
2778,32.6575
2781,670.6375
2784,184.175
2794,8.385
2797,124.64750000000001
2800,591.8875
2802,362.81
2806,680.5550000000001
2808,88.7975
2809,121.4375
2811,224.62
2814,22.1625
2815,214.085
2816,4.55
2819,33.98
2821,64.5975
2822,170.3225
2823,158.88
2825,631.1375
2829,428.1225
2831,3.625
2832,1275.15
2833,254.60249999999996
2838,128.6175
2840,19.255
2841,36.0175
2842,40.7025
2850,59.165
2852,16.697499999999998
2854,7.4799999999999995
2857,23.765
2862,5.495
2875,140.76749999999998
2887,194.9425
2888,757.04
2890,168.7875
2893,15.2075
2895,132.4425
2910,462.1175
2913,931.9925
2914,331.8425
2919,307.4875
2923,403.29499999999996
2924,111.73499999999999
2925,62.07000000000001
2927,289.5675
2933,25.7875
2934,115.57
2936,70.9675
2941,357.095
2949,196.2375
2950,57.485
2951,123.47
2952,21.7025
2953,336.715
2954,72.92
2957,65.8075
2958,478.34
2961,11.87
2962,140.9125
2965,42.185
2966,60.724999999999994
2968,57.412499999999994
2971,349.7975
2974,96.28499999999998
2979,284.775
2980,36.2375
2988,117.73500000000001
2989,262.2075
2990,608.2925
2991,549.085
2993,294.09000000000003
2994,27.8975
2996,21.725
2997,59.9075
2998,131.375
2999,1271.2649999999999
3006,472.3374999999999
3008,134.885
3009,2.605
3013,222.95
3018,2033.865
3020,37.325
3022,155.415
3024,68.73
3025,127.0325
3026,81.4375
3030,26.9825
3032,398.83
3035,653.455
3038,178.3825
3042,62.6525
3043,475.3825
3046,95.4375
3047,25.0925
3050,75.375
3053,173.0625
3058,224.8125
3066,55.82
3072,269.62
3075,25.5125
3078,205.6825
3079,145.235
3081,267.8
3084,1332.185
3086,288.2375
3089,42.1925
3096,32.4675
3099,94.75
3100,543.265
3102,445.375
3103,26.837500000000006
3115,67.47
3118,101.0875
3120,73.9625
3127,147.155
3128,214.38
3129,466.135
3131,770.4625
3132,66.2175
3133,78.8575
3136,315.41
3137,169.4825
3138,169.7175
3139,280.705
3141,442.34999999999997
3143,5.2625
3144,129.295
3145,270.005
3146,23.43
3148,256.06
3152,39.31
3157,44.59
3166,375.8825
3167,1.7375
3170,303.3375
3171,100.32249999999999
3173,34.9
3174,518.5375
3176,116.85999999999999
3180,218.995
3182,206.7275
3185,36.9375
3186,408.19
3187,143.61
3188,38.0925
3193,37.254999999999995
3194,251.695
3196,649.4925
3197,39.24
3199,224.53
3200,305.815
3202,365.72249999999997
3206,33.845
3207,74.515
3210,85.02
3213,158.66500000000002
3214,61.817499999999995
3220,9.6875
3227,209.84250000000003
3229,31.2825
3230,113.9075
3232,228.06250000000003
3235,81.7975
3238,1052.2775
3239,57.4125
3240,61.085
3243,1366.35
3245,51.0175
3247,183.76
3249,309.805
3250,20.47
3254,202.14
3256,302.0675
3259,230.82999999999998
3264,314.4
3269,41.3575
3272,171.9275
3273,56.7025
3274,6.3625
3275,93.01
3276,21.775
3282,23.295
3286,343.7
3287,563.635
3289,62.7
3293,97.495
3294,118.96749999999999
3296,6.095000000000001
3297,162.875
3298,68.5275
3303,26.4625
3304,127.065
3306,32.485
3312,246.64999999999998
3316,503.9825
3320,314.72
3322,60.5525
3329,99.56
3332,6.2225
3339,50.86750000000001
3341,44.835
3344,64.26
3347,305.395
3348,1425.2175
3365,136.82
3367,102.08
3377,273.4475
3384,315.2
3386,93.00999999999999
3389,80.60000000000001
3390,5.625
3391,79.1
3396,98.19999999999999
3397,6.13
3398,88.7175
3405,9.035
3406,365.2
3407,107.7175
3409,249.7325
3418,579.9825
3419,383.53000000000003
3420,15.875
3424,281.89
3426,160.805
3427,188.6525
3429,46.08
3430,374.61
3431,72.83500000000001
3432,177.245
3436,182.365
3439,66.1225
3441,299.8675
3442,29.1725
3443,59.78
3446,536.3175
3450,203.845
3451,29.8625
3452,500.0825
3454,136.17
3457,57.894999999999996
3458,6.1375
3459,80.2925
3460,180.055
3466,457.3425
3469,207.93
3470,130.4625
3474,66.8125
3476,11.995000000000001
3477,37.595
3478,189.85
3480,58.037499999999994
3485,599.5175
3487,406.3525
3495,398.32
3496,26.415
3498,162.28
3499,54.69499999999999
3504,238.85749999999996
3505,17.1675
3506,66.5525
3508,43.485
3513,99.64750000000001
3516,48.379999999999995
3517,115.46000000000001
3527,156.1175
3528,706.0550000000001
3529,510.9
3530,261.185
3536,568.43
3540,115.41
3542,206.155
3543,9.93
3545,362.43
3551,338.46
3554,306.3825
3555,225.06749999999997
3562,139.6725
3563,149.62
3568,15.6425
3569,41.6425
3570,38.83
3573,10.3375
3574,173.4425
3575,1211.4275
3577,85.8075
3581,875.8125
3583,37.805
3587,21.2175
3594,78.645
3600,360.705
3601,109.7675
3606,253.6925
3608,693.4
3609,128.04
3615,184.5425
3616,22.4075
3619,81.24000000000001
3622,96.95750000000001
3626,11.7325
3628,536.2875
3629,159.2375
3634,27.519999999999996
3636,70.4675
3641,392.48750000000007
3642,52.82
3646,452.9825
3649,15.72
3652,196.915
3654,24.520000000000003
3662,157.14000000000001
3663,170.93
3666,25.185
3675,165.20499999999998
3679,63.81999999999999
3681,409.485
3683,162.5525
3684,21.245
3685,118.39750000000001
3686,260.60249999999996
3687,101.675
3691,293.18
3696,406.8675
3699,2.1875
3700,750.0600000000001
3701,38.177499999999995
3704,86.81
3707,416.4725000000001
3711,411.87
3712,387.245
3715,88.59
3716,217.8025
3717,73.3125
3718,159.9375
3721,260.6975
3725,189.3825
3729,306.3525
3732,20.7875
3733,138.555
3736,1.4075
3738,127.16250000000001
3741,52.5075
3743,98.12
3748,350.89
3750,21.24
3759,20.2075
3762,142.505
3764,168.10250000000002
3767,629.325
3769,186.5125
3770,366.4675
3774,31.72
3777,1038.4575
3779,188.8225
3780,500.23999999999995
3786,30.8575
3788,391.955
3789,66.8275
3792,6.6899999999999995
3794,639.39
3795,279.445
3797,193.7475
3801,25.365000000000002
3802,53.1475
3803,113.245
3808,69.17
3810,65.1625
3813,5.01
3814,99.01500000000001
3815,45.315
3819,139.32250000000002
3821,91.86500000000001
3822,432.7900000000001
3827,19.715
3828,197.55
3830,254.10999999999999
3832,2.555
3840,106.9925
3842,353.155
3846,153.03750000000002
3848,669.6275
3849,93.1925
3857,96.0925
3861,260.85
3862,120.515
3863,112.92249999999999
3870,331.6925
3872,379.015
3874,478.34
3877,1.4575
3878,22.814999999999998
3879,61.1
3880,50.87
3882,254.17
3883,78.2075
3885,26.6875
3886,135.8275
3887,37.375
3888,280.40999999999997
3890,135.2175
3891,101.27000000000001
3893,215.5075
3894,487.84499999999997
3898,7.865
3902,52.46499999999999
3904,99.3475
3910,616.9525
3912,992.0075
3913,193.39
3914,114.30250000000001
3915,19.565
3918,423.80000000000007
3920,7.619999999999999
3935,38.6725
3936,701.4075
3938,413.6575
3941,211.3025
3942,128.1525
3943,167.45749999999998
3944,24.7625
3945,87.5775
3960,73.9325
3967,217.79749999999996
3974,32.8875
3980,25.22
3981,50.37
3982,82.30250000000001
3983,35.75
3984,22.45
3986,52.58
3987,349.9775
3988,967.8449999999999
3991,172.945
3993,315.195
3994,85.51
3996,334.8575
3998,72.615
3999,67.1725
4000,280.255
4003,65.5925
4005,62.2725
4010,19.715
4011,772.8325
4016,11.829999999999998
4028,86.2875
4030,129.2975
4035,349.355
4036,266.7075
4040,609.0075
4042,204.2725
4047,328.0575
4048,179.5525
4051,241.985
4055,107.9075
4056,536.14
4059,42.629999999999995
4060,6.39
4063,55.7875
4065,249.74000000000004
4077,46.7025
4080,149.1675
4084,230.715
4085,7.8675
4088,20.78
4093,247.16250000000002
4114,338.60249999999996
4115,76.6175
4118,48.542500000000004
4127,14.665
4128,556.495
4129,158.4975
4135,202.5175
4144,31.919999999999998
4147,25.4825
4148,104.2375
4151,37.4875
4156,24.67
4158,11.752500000000001
4159,322.1225
4162,159.695
4163,125.1
4164,13.7375
4165,0.9875
4170,317.3325
4173,76.7025
4174,312.4375
4175,149.3175
4177,31.75
4184,30.932499999999997
4187,27.259999999999998
4188,268.295
4189,30.824999999999996
4192,691.115
4195,39.8825
4197,90.70000000000002
4198,27.427500000000002
4199,543.1075
4200,236.66750000000002
4204,608.4075
4207,300.1575
4209,12.1375
4213,462.42499999999995
4217,308.5225
4220,259.9575
4221,582.365
4222,90.32
4225,302.8025
4226,225.575
4229,42.97500000000001
4237,177.745
4239,272.605
4241,321.8275
4242,132.4925
4243,205.57
4246,72.7175
4247,27.270000000000003
4249,118.72749999999999
4251,76.1
4253,17.66
4255,592.57
4256,69.33500000000001
4259,350.5375
4264,708.31
4266,38.2025
4274,23.81
4276,989.2825
4277,116.00000000000001
4284,38.945
4292,141.51749999999998
4293,459.6025000000001
4297,279.72
4300,35.4825
4304,56.3575
4306,189.04749999999999
4307,1123.015
4309,213.82750000000001
4312,105.11250000000001
4313,52.792500000000004
4319,138.97
4320,62.5625
4322,156.8075
4324,401.685
4325,251.8275
4336,796.8325
4337,47.4375
4338,527.9775
4339,493.5825
4342,146.0975
4343,1065.6225
4344,8.98
4345,72.855
4348,54.792500000000004
4349,161.035
4353,833.51
4359,42.760000000000005
4360,14.985
4364,583.71
4367,54.405
4368,155.625
4369,37.625
4370,822.815
4371,230.97750000000002
4378,30.5
4379,80.1375
4384,87.32499999999999
4386,17.439999999999998
4387,174.7475
4388,25.01
4389,360.135
4394,90.1275
4396,426.24249999999995
4397,7.5075
4398,167.7275
4399,807.555
4400,82.935
4401,78.535
4405,19.7325
4406,282.2425
4408,486.15
4409,77.235
4410,916.49
4411,1300.9
4412,94.23500000000001
4415,12.307500000000001
4418,375.5625
4421,21.23
4422,85.0225
4425,18.494999999999997
4426,18.8625
4438,68.425
4441,265.04499999999996
4453,889.9724999999999
4455,462.855
4459,159.3875
4460,53.15
4463,75.69500000000001
4467,110.45499999999998
4468,218.2525
4469,77.295
4473,195.54250000000002
4474,49.07
4475,65.23
4481,804.22
4485,72.8725
4488,175.7825
4489,18.115
4490,6.115
4492,34.905
4495,82.9725
4498,81.2925
4502,182.6075
4503,269.8425
4510,97.68
4513,365.2025
4514,192.815
4515,150.2475
4519,325.685
4521,79.535
4522,249.43
4524,6.44
4528,103.6325
4534,484.945
4535,150.5875
4540,73.03
4543,63.595
4546,797.49
4551,97.805
4557,14.3725
4561,111.58
4567,457.63
4570,53.425
4573,7.63
4581,518.775
4584,48.605000000000004
4585,94.065
4587,227.7175
4589,216.655
4596,2836.83
4599,558.47
4600,394.65
4603,105.21
4605,228.5075
4606,10.399999999999999
4612,28.1175
4613,69.985
4618,7.5375
4619,120.91
4624,117.875
4626,75.47749999999999
4628,422.4574999999999
4629,111.9875
4630,156.335
4631,38.3375
4633,36.8275
4634,59.265
4635,16.6475
4636,25.1625
4642,479.7625
4643,245.89
4644,267.335
4649,328.1575
4650,3.9025
4655,293.8875
4657,195.29250000000002
4659,155.685
4662,46.715
4664,448.675
4671,175.80249999999998
4673,17.985
4676,133.85
4680,61.4275
4682,74.9
4684,112.73
4691,11.760000000000002
4696,1599.5949999999998
4698,80.48500000000001
4699,774.0575000000001
4700,142.32500000000002
4706,23.9825
4708,224.3
4709,19.96
4714,152.88
4717,6.4275
4718,1692.36
4719,66.71000000000001
4720,18.435
4721,792.6499999999999
4722,26.4425
4724,44.595
4729,151.3
4730,438.69
4734,840.1225
4736,107.0575
4737,224.34249999999997
4745,275.7575
4747,161.22
4748,1433.9975
4749,3.505
4750,34.0375
4751,489.3275
4752,338.245
4753,21.0275
4757,10.245
4758,14.4725
4763,200.9875
4767,949.17
4770,9.1625
4773,104.38500000000002
4774,107.2575
4775,636.51
4778,337.8075
4780,13.8375
4783,92.58000000000001
4794,193.91750000000002
4795,445.16749999999996
4799,416.0775
4800,181.185
4802,96.735
4804,1424.3174999999999
4807,139.57
4808,129.5925
4810,647.11
4811,1468.24
4815,196.115
4817,304.365
4819,567.9875
4821,48.585
4825,79.2775
4829,1379.7849999999999
4831,15.7625
4838,738.72
4840,57.6025
4841,10.935
4844,105.88250000000001
4846,248.835
4848,533.17
4851,222.81
4861,72.53999999999999
4866,279.285
4868,128.6875
4880,119.4875
4884,21.9675
4889,289.05
4890,1.7575
4891,14.735
4892,138.0975
4893,235.0075
4895,24.0825
4896,354.6525
4898,2.7725
4899,107.04749999999999
4901,131.5425
4904,11.725
4907,191.57
4909,184.095
4911,63.2975
4916,368.4525
4917,13.32
4918,478.185
4924,11.2725
4925,426.32
4926,13.254999999999999
4932,84.19
